,es_respuesta,fecha,likes,respuestas,texto,usuario,seccion,titulo,url,severe_toxicity,toxicity
15928,False,3 sem,3,0,que pena!! un gran dibujante y periodista. Está con DIOS .,Angela C. Orellano,sociedad,Murió el dibujante Hermenegildo Sábat,https://www.infobae.com/sociedad/2018/10/02/murio-el-dibujante-hermenegildo-sabat/&sa=U&ved=0ahUKEwihg6SCwJveAhVDf5AKHQNPAhsQFggTMAA&usg=AOvVaw2RxI2nREtvY0I-0PL1UUIl,0.49164394,0.4830946
28385,True,1 sem,·,0,y? esta nota habla sobre el no plan del demagogo de Macri...,Juan Martin,economia,El plan Argentina Exporta parece puro voluntarismo,https://www.infobae.com/economia/2018/10/12/el-plan-argentinaexporta-parece-puro-voluntarismo/&sa=U&ved=0ahUKEwiCn-et9ZzeAhXEjpAKHcazCYAQFggTMAA&usg=AOvVaw2JsaHOj04yGGV1tOtz7r4t,0.17932454,0.4251348
12812,False,·,·,0,"jajaja les dicen ""pais desendeudado"" y a los glob0ludos les da aun acv y salen en banda a linchar a la periodista mas obsecuente y llorapauta que tienen.",Martin Lopez,politica,Los dos grandes activos que Cristina Kirchner le dejó a Mauricio Macri,https://www.infobae.com/politica/2018/09/30/los-dos-grandes-activos-que-cristina-kirchner-le-dejo-a-mauricio-macri/&sa=U&ved=0ahUKEwjG57rdv5veAhUCvZAKHSM-BYQQFggYMAE&usg=AOvVaw3LchoqwGnjAEGVNXwe38V4,0.5232755,0.4251348
12841,False,3 sem,1,0,"Si eso no es hacer campaña antigobierno que es?Novaresio es un""periodista""? o es un periodista
No hacia falta que le preguntara ....la hubiera dejado opinar sobre el gobierno nacional ...y se olvido de hacerle alguna pregunta por la gestion de ella ...Asi solo debemos elegir presidente y ningun otro mandatario Este tipo esta loco ...y ademas ............... Con estos periodistas que dicen que hablan de economia hablan de aumentos de precios y de estadisticas sobre póbres eso no es la economia es una parte",Francisco Alberto Kijel,politica,"Mónica Fein: ""Macri habla con los mercados y no con la gente""",https://www.infobae.com/politica/2018/09/30/monica-fein-macri-habla-con-los-mercados-y-no-con-la-gente/&sa=U&ved=0ahUKEwjG57rdv5veAhUCvZAKHSM-BYQQFggeMAI&usg=AOvVaw3pYSZKDMpZCeejAr0UTVeI,0.37774134,0.4251348
12962,False,3 sem,4,5,"Yoli ....yolito , me tome el trabajo de leer , practicamente todos los comentarios de esta nota ....NINGUNO A FAVOR TUYO .....te doy mi opinion , comprate un cuchitril por hay , donde nadie te conozca y dedicate a mirar por la ventana , no salgas a la calle porque si te conocen te van a decir , todo lo que aca ponen .....",Juan Gonzalez,politica,"Daniel Scioli: ""La gente no da más y el Gobierno pretende salarios por debajo de la inflación""",https://www.infobae.com/politica/2018/09/30/daniel-scioli-la-gente-no-da-mas-y-el-gobierno-pretende-salarios-por-debajo-de-la-inflacion/&sa=U&ved=0ahUKEwjG57rdv5veAhUCvZAKHSM-BYQQFggkMAM&usg=AOvVaw0tq7ljbq31cWQsPISY18bM,0.46701512,0.4251348
20116,False,2 sem,·,3,"intransigencia gremial??? Está reclamando por sus justos derechos y el derecho de huelga, hasta ahora, es constitucional y amparado tambièn por acuerdos internacionales.- Esstos calificativos improcedentes solo intentan crear conflictos entre pasajeros y empleados; es muy lamentalbe la posiciòn de este diario",Miguel Angel Fortuny,sociedad,"Por la intransigencia gremial, hay miles de pasajeros varados en Ezeiza y Aeroparque",https://www.infobae.com/sociedad/2018/10/05/otro-dia-complicado-para-volar-demoras-en-aeroparque-y-ezeiza-por-asambleas-de-aeronauticos/&sa=U&ved=0ahUKEwib5ZjEwJveAhUEipAKHVsjDnsQFgglMAM&usg=AOvVaw2L1xpmDJYNJ1fDrUZRJD27,0.50934845,0.4251348
2855,False,4 sem,3,3,Toda la ka ka antipatria se junta en esta nota...jajajaj en todas las otras notas el pueblo los reputea por golpistas y vagos,Marcos Beltrame,economia,Luis Caputo renunció al Banco Central,https://www.infobae.com/economia/2018/09/25/luis-caputo-renuncio-al-banco-central/&sa=U&ved=0ahUKEwiO4YXrvpveAhXKG5AKHeF8A2UQFggTMAA&usg=AOvVaw3WStYfNCLuEy0RaN9UB_bU,0.54153526,0.4251348
37202,False,6 d,1,3,"SEGÚN ESTE DIARIO ESTAMOS Y VAMOS EN CAMINO A LA MISERIA TOTAL, PERO ESTE FIN DE SEMANA QUE PASÓ EL CAMINO A LA COSTA , PEAJE DE SAMBOROMBON , REGISTRÓ EL PASO DE 2100 AUTOS POR MINUTO, O SEA COMO EN TEMPORADA , YA SE VAN A DECIR QUE LA OLIGARQUIA VIAJO A LA COSTA JAJAJAJAJAJAJ NO LOS VI A LOS MOYANO ASI QUE LA OLIGARQUIA NO FUE",Alberto Gutierrez,economia,Economistas advierten que la inflación de 2018 será la más alta en 27 años,https://www.infobae.com/economia/2018/10/17/economistas-advierten-la-inflacion-de-2018-sera-la-mas-alta-en-27-anos/&sa=U&ved=0ahUKEwiklI-H-JzeAhWMCpAKHUYsDBsQFggrMAQ&usg=AOvVaw0m6aQ-aHcw_KMCYww3xa5H,0.45704222,0.4251348
189,True,4 sem,1,0,"Carla Gutiemez vamos es un tipo que jode a medio mundo, no soy de boca lo lamento por la criatura pero para el fue poco teniendo en cuenta como se burla de la gente cuando hace de periodista",Ramon Pacheco,deportes-2,Gonzalito Rodríguez habló sobre el mal momento que vivió en la Bombonera,https://www.infobae.com/deportes-2/2018/09/24/gonzalito-rodriguez-hablo-sobre-el-mal-momento-que-vivio-en-la-bombonera/&sa=U&ved=0ahUKEwi017XYvpveAhUECpAKHSgLDssQFggrMAQ&usg=AOvVaw0SZw4Vhi93d8Mb9ttPp-X9,0.23016325,0.4251348
32581,False,1 sem,16,3,"Estas equivocado periodista de marondanga, los Argentino de bien no vamos a hacer de cuenta que no dijo nada, al contrario lo tendremos presente siempre para que nuestros nietos sepan muy bien la historia de este nefasto personaje, idolo para alguno pero nefasto para la mayoria que quiere de verdad a la Argentina, de los que sufrimos como Argentinos por la verguenza que nos hizo y muchas veces nos hace pasar. No es un ejemplo de nada, porque podrán decir ""del futbol"" si, y nada mas, pero Messi es mejor en futbol y en todo lo demás.",Ramon Pacheco,deportes-2,"Diego querido, haremos de cuenta que no dijiste nada sobre Messi",https://www.infobae.com/deportes-2/2018/10/15/diego-querido-haremos-de-cuenta-que-no-dijiste-nada-sobre-messi/&sa=U&ved=0ahUKEwjVy7DJ95zeAhUIvJAKHV6rB_YQFggTMAA&usg=AOvVaw0qNRN6Rx-vwsNyhCvN8AM9,0.55618185,0.4251348
24429,False,2 sem,12,0,"No se ouede creer!! Estos tipos no tienen limites! Quienes creen que son para juzgar la pericia médica, la legalidad o no de un procedimiento, la voluntad de la paciente? Es lamentable que personas, incluso que tienen acceso a la opinion pública, como el periodista Obarrio, se presente en el lugar, obstruyendo el accionar médico, que se desarrolla fentri del marco legal. Son más violentos que aquello que critican y censuran . No respetan al otro. Cometer el delirio de presentarse como médico, cuando no lo sos, es un DELITO,. Debieron denunciarla a la falsa medica/o. Es obvio que, además estan completamente al pedo. Sin mencionar el DELITO de AMENAZAS al plantel médico. Nadie les dice nada?",María Martha Mirabella,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.45031744,0.4251348
23997,False,1 sem,1,0,"bueno, me acuedo de un periodista español, creo que en el 2000, dijo algo así ""el peronismo es una bolsa de gatos, no se asusten no se estan matando, pero tengan cuidado ¡¡¡¡se estan reproduciendo!!!!"", si estos dos se pelean por sus dichos, es que algun engendro saldra de ahi.",Maria Del Carmen Jorge,politica,"Fuerte cruce entre Guillermo Moreno y Roberto Navarro: ""Sos un idiota útil""",https://www.infobae.com/politica/2018/10/09/fuerte-cruce-entre-guillermo-moreno-y-roberto-navarro-sos-un-idiota-util/&sa=U&ved=0ahUKEwjm7Lnn9JzeAhWEDpAKHWhkC54QFggfMAI&usg=AOvVaw1C1nRNaghQ-VNjfoYtXCRx,0.42279568,0.3727785
34000,False,1 sem,5,0,"Porque la periodista no cuenta todos los desmanes y destrozos que hicieron en Trelew. Incendiaron el municipio y una librería católica, se pasearon desnudas delante de la catedral. Barbarie total.",Jorge Nieto,sociedad,"33º Encuentro Nacional de Mujeres: aborto, una lucha que seguirá vigente hasta que sea ley",https://www.infobae.com/sociedad/2018/10/15/33o-encuentro-nacional-de-mujeres-aborto-una-lucha-que-seguira-vigente-hasta-que-sea-ley/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFggrMAQ&usg=AOvVaw0QitnQPE_miovwAov6SI0b,0.4441053,0.3727785
41581,False,3 d,·,0,ARABIA SAUDITA ES LOS NUETROS algo habra echo el periodista,Carlos Kar,america/mundo,Arabia Saudita dice que no sabe dónde está el cuerpo del periodista disidente Jamal Khashoggi,https://www.infobae.com/america/mundo/2018/10/20/arabia-saudita-dice-que-no-sabe-donde-esta-el-cuerpo-del-periodista-disidente-jamal-khashoggi/&sa=U&ved=0ahUKEwiqp-C1-ZzeAhXLFZAKHVK_CNsQFgglMAM&usg=AOvVaw3-cnglTi8v2MCBZ4zza00u,0.53897446,0.3727785
40272,False,5 d,8,0,"Señores son unos necios, no valoramos a nuestros politicos que fueron en jets privados a Tucuman a definir lineamientos para combatir al capital, los que no, directamente fueron en aviones de LAS GOBERNACIONES en un claro acto de peculado, Sr. periodista eso que usted describe es consecuencia de esa casta infame que se resiste fomentando las villas Trujuy y las recepciones festivas a un tipo citado por la justicia......",Domingo Galoppo,economia,La Argentina en depreflación en una década perdida,https://www.infobae.com/economia/2018/10/19/la-argentina-en-depreflacion-en-una-decada-perdida/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggTMAA&usg=AOvVaw2EVsqSNnQYk3G5c17DDvHf,0.37381163,0.3727785
24661,False,2 sem,10,10,"Qué raro , esta periodista cuando no hace apología de la perversión, se dedica a hacer apología del crimen. Asco!!!",Cecilia Folch,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.18838784,0.3727785
17634,False,2 sem,6,0,"Pobre,,,,,ella insiste en ser periodista. Nadie le dijo que que estudie, se prepare y luego salga al ruedo....Y bueno------",María Rosa Duhourq,teleshow/infoshow,Duro golpe para Pampita: segundo día consecutivo con 0 rating para su programa,https://www.infobae.com/teleshow/infoshow/2018/10/03/duro-golpe-para-pampita-segundo-dia-consecutivo-con-0-rating-para-su-programa/&sa=U&ved=0ahUKEwidgJWewJveAhUCl5AKHWdlDn4QFggfMAI&usg=AOvVaw2zcqv065NDsu8DpuVcNEuO,0.39402485,0.33887854
44043,False,1 d,7,4,"MAJUL ES UN TITERE RENTADO, PERIODISTA MILITANTE CON CACHET.",Martina Angelici,sociedad,"Adepa condenó y calificó de ""ataque intimidatorio"" los afiches dirigidos al periodista Luis Majul",https://www.infobae.com/sociedad/2018/10/22/adepa-condeno-y-califico-de-ataque-intimidatorio-los-afiches-dirigidos-al-periodista-luis-majul/,0.32023653,0.33384615
42612,False,2 d,4,2,"Pero que conmovedor, nadie en su sano juicio se mete por su cuenta en la jaula de los leones a menos que quiera convertirse en un mártir y recibir sus 70 vírgenes en el paraíso. Pero el mundo aun aclama la aclaración por la muerte y desaparición de decenas de opositores al régimen de Erdogan. En todo caso, va a ser más fácil que los supuestos asesinos del periodista terminen juzgados y condenados, que esto ocurra con los policías, militares y paramilitares asesinos de manifestantes y políticos opositores en contra de Ortega o de Maduro…",Walter Rivera,america/mundo,Recep Tayyip Erdogan adelantó que Turquía anunciará los detalles del caso Jamal Khashoggi el próximo martes,https://www.infobae.com/america/mundo/2018/10/21/recep-tayyip-erdogan-adelanto-que-turquia-anunciara-los-detalles-del-caso-jamal-khashoggi-el-proximo-martes/&sa=U&ved=0ahUKEwj3quXY-ZzeAhVMIpAKHRkwDZ8QFggrMAQ&usg=AOvVaw0CIJWMdieBiRyK8eMeYWRX,0.5393796999999999,0.32674575
23557,False,2 sem,2,1,Me da ternura los pocos trolls q hay en esta nota como intentan justificar con cualquier pelotudes esta medida que parece un chiste de mal gusto. Se te rien en la cara directamente,Andrés Maggese,economia,Gas: petroleras amenazan con dejar de invertir si se suspenden los aumentos,https://www.infobae.com/economia/2018/10/09/gas-petroleras-amenazan-con-dejar-de-invertir-si-se-suspenden-los-aumentos/&sa=U&ved=0ahUKEwja3_HM9JzeAhWDGJAKHTwTBkEQFggZMAE&usg=AOvVaw2q7VFHArRegyRkXXl8WVl9,0.26617375,0.32094315
21346,False,2 sem,6,0,Una auténtica carnicería. En esta nota mas nombres que la diarrea,Nico Mars,teleshow/infoshow,"Cambio de horario y dura pelea por el rating: el ""Bailando 2018"", en su semana más difícil",https://www.infobae.com/teleshow/infoshow/2018/10/06/el-bailando-2018-en-su-semana-mas-dificil/&sa=U&ved=0ahUKEwikxdHiwJveAhUIS5AKHfIRCygQFggTMAA&usg=AOvVaw34zniW5s_h1HXFpjmtAkQT,0.22033627,0.32094315
17769,False,·,·,0,"Perfecto falta el de Nikole tambien en 0 rating hay que limpiar la v argenta de basura, felinos its, shows de tv para profesionales, periodista estudia 5 años en Universidad, Locutor Nacional en ISER del estado gratis estudia 3 años, Abogado de 5 a 6 años, Modelo 0 estudio.",Alejandro Manuel Gesto,teleshow/infoshow,Duro golpe para Pampita: segundo día consecutivo con 0 rating para su programa,https://www.infobae.com/teleshow/infoshow/2018/10/03/duro-golpe-para-pampita-segundo-dia-consecutivo-con-0-rating-para-su-programa/&sa=U&ved=0ahUKEwidgJWewJveAhUCl5AKHWdlDn4QFggfMAI&usg=AOvVaw2zcqv065NDsu8DpuVcNEuO,0.31415820000000005,0.32094315
10161,False,3 sem,·,1,"La Sinagoga de satanas( USA-Israel FARISEOS) Acusan a otros de lo son ellos mismos.
Esta nota es propaganda contra Maduro.",Roo Cvozk,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.46841723,0.32094315
43988,False,1 d,2,0,Primero que llamarte periodista es una falta de respeto al periodismo y segundo independiente?caradura aparte sea la prima o la hermana da lo mismo no tiene relación con el?ademas si no trabaja para michetti también da lo mismo porque supongo que la conoce,Marcelo Ciarlo,sociedad,"Adepa condenó y calificó de ""ataque intimidatorio"" los afiches dirigidos al periodista Luis Majul",https://www.infobae.com/sociedad/2018/10/22/adepa-condeno-y-califico-de-ataque-intimidatorio-los-afiches-dirigidos-al-periodista-luis-majul/,0.19639283,0.32094315
11770,False,3 sem,·,0,"Esta nota es paga ...
""Uno de los más grandes músicos latinoarmericanos de todos los tiempos"". Andá a mover el vientre, lobotomizado ...",Herbert Mountvalley,teleshow/infoshow,Fito Paez brillante sobre el mic en Carnegie Hall,https://www.infobae.com/teleshow/infoshow/2018/09/29/fito-paez-brillante-sobre-el-mic-en-carnegie-hall/&sa=U&ved=0ahUKEwjntffNv5veAhXCDJAKHQTjBqcQFggTMAA&usg=AOvVaw3TOWR-A20P_fK-F1CzoV2j,0.34010988,0.32094315
11640,True,3 sem,·,0,"Marc Antonio mirá, te identificás con eso? ""la mierdampora"". Es muy fácil odiar, amiguito. pero estás equivocado y miraste mucha tele. Si leyeras bien mis comentarios comprenderías que no estoy negando nada. solo observo que hay que ser muy ingenuo para no leer coyunturalmente lo que dice esta nota. Y sos muy agresivo. Te deseo lo mejor, nutrite.",Andrés Andrés CK,politica,Increíble fraude electoral en San Luis: más del 8% del padrón era trucho,https://www.infobae.com/politica/2018/09/29/increible-fraude-electoral-en-san-luis-mas-del-8-del-padron-era-trucho/&sa=U&ved=0ahUKEwjLr6PKv5veAhVDEJAKHbNABAQQFggfMAI&usg=AOvVaw2CgTeZ_uXpA1_v_e-gk_oT,0.37711079999999997,0.32094315
6196,True,3 sem,·,0,TIPICA PUBLICACION DE UN MILITONTO MACRISTA BANCADO CON NUESTROS IMPUESTOS,Martin Chavez,deportes-2,"La remera del ""Patón"" Guzmán que generó repercusiones en las redes sociales",https://www.infobae.com/deportes-2/2018/09/27/la-remera-del-paton-guzman-que-genero-repercusiones-en-las-redes-sociales/&sa=U&ved=0ahUKEwjitLOYv5veAhXDH5AKHfDhBD0QFggrMAQ&usg=AOvVaw2Y0J6CImIOxtZnzdlRIuDW,0.25269237,0.32094315
14703,False,3 sem,9,2,"Como que ésta es la denuncia? estas jovencitas nos toman el pelo?, no señoritas, la denuncia la deben hacer en sede penal con nombres y apellidos porque de lo contrario no es serio para nosotras las mujeres, al no hacer nombres ensucian a todo el profesorado, de que sirve pararse frente a todos y decirlo? eso es correcto si se acompaña de la denuncia, bueno igual no me extraña porque la señorita que leyó la denuncia es la hija del periodista Graña, que vive denunciando todo, lo que es real y lo que no. Y seguro debe ser cierto pero le quita veracidad si no efectúan la denuncia penal, que es lo que corresponde.",Katty Giovanetti,sociedad,"Las ex alumnas del Colegio Nacional Buenos Aires que denunciaron acoso: ""Fue reparador""",https://www.infobae.com/sociedad/2018/10/01/las-ex-alumnas-del-colegio-nacional-buenos-aires-que-denunciaron-acoso-fue-reparador/&sa=U&ved=0ahUKEwjg4ZHvv5veAhVHTZAKHQ0oBdMQFggfMAI&usg=AOvVaw2ZcVWCO6hmydmIW_PPGkOI,0.49339098,0.32094315
24758,False,2 sem,8,6,"Mucho periodista no es abortero, pero por el plato de fideos o un celu de ultima generación vende su alma a Soros o la Planned.
Obarrio les duele porque tiene lo que a ellos le falta.
Sigan matando inocentes, su felicidad es vana y efímera.",Eduardo Antonio Garcia,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.49374709999999994,0.31924903
10729,True,3 sem,1,0,"No se que tiene que ver Cristina con esta nota.
Vos entendes que perdimos LA SOBERANIA ECONOMICA??.
No pegaron una tu presi y su equipo. Nos va mal a todos.",Ro Lau,economia,"Nicolás Dujovne: ""Si no hay pesos, no hay con qué comprar los dólares""",https://www.infobae.com/economia/2018/09/29/nicolas-dujovne-si-no-hay-pesos-no-hay-con-que-comprar-los-dolares/&sa=U&ved=0ahUKEwir-qHAv5veAhVEHpAKHTy8CRIQFggfMAI&usg=AOvVaw1m_O9g6d4uZEb7L5tMoxRN,0.25164092,0.3163992
12687,False,3 sem,·,1,"todo opereta, esta nota hace 5 horas, quien es? a quien le importa este personaje? todo opereta, no describir la realidad, no les da verguenza?",Miguel Salas,politica,Juan Carlos Schmid renunció al triunvirato de la CGT,https://www.infobae.com/politica/2018/09/30/juan-carlos-schmid-renuncio-al-triunvirato-de-la-cgt/&sa=U&ved=0ahUKEwjG57rdv5veAhUCvZAKHSM-BYQQFggTMAA&usg=AOvVaw3oj2myWi6PTLSBAo2d-iYy,0.145425,0.31374764
3838,False,4 sem,6,0,"Majul es un periodista ultraoficialista pago, un mercenario al servicio del poder económico, un militante del ajuste, pero su grado de obsecuencia y servilismo no tiene límites, es un alcahuete de Macri y del establishment",Mirta Salto,politica,El paro afecta al país pero favorece a Mauricio Macri,https://www.infobae.com/politica/2018/09/25/el-paro-afecta-al-pais-pero-favorece-a-mauricio-macri/&sa=U&ved=0ahUKEwiH87z1vpveAhVBlJAKHdY5C4YQFgglMAM&usg=AOvVaw3CNg-KijWJXE5o3V3klpVp,0.29251388,0.31097952
31437,False,1 sem,4,0,"Periodista burro , vuelva a estudiar matemáticas de 1974 al 2018 hay 44 años no 34",Oscar Silvestri,deportes-2,La selección nacional ha muerto,https://www.infobae.com/deportes-2/2018/10/14/la-seleccion-nacional-ha-muerto/&sa=U&ved=0ahUKEwim6JSh95zeAhUBHZAKHXUBAXoQFggTMAA&usg=AOvVaw1Ug0kb1SXvLUyF36ieJ4Dd,0.09042519,0.31029212
15025,False,3 sem,1,0,"Jajajaja que notición , al periodista lo van a nominar para el Martin boludooooooo",Hugo Cantarelli,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.27007028,0.29669014
42806,False,3 d,1,2,"Soñá Silvia Mercado. Se te está acabando el curro tuyo con Cambiemos. Ya perdiste toda tu dignidad como periodista (¿alguna vez lo fuiste?) por el simple hecho que tu odio personal sobrepaso tu profesionalidad (¿alguna vez lo fuiste?). Te transformaste en vocera de la casa Rosada. Me mató la frase casi al final: ""Como dijo en el Coloquio un joven empresario que nunca fue de izquierda pero está muy lejos de cualquier derecha: ""No pasarán"". Ahora son todas ""personas que no desean ser identificadas"", ""conversaciones off the record"", ""según fuentes confiables"". Basta. Ya no nos comemos el verso. …Ver más",Demian Cristaud,politica,¿La verdadera estrella de IDEA? Claudio Bonadio,https://www.infobae.com/politica/2018/10/21/la-verdadera-estrella-de-idea-claudio-bonadio/&sa=U&ved=0ahUKEwjy1JHL-ZzeAhUBgZAKHVZpCHgQFggTMAA&usg=AOvVaw1Z0ewsClMEI-azrRq8MtFj,0.29851168,0.29669014
23063,False,2 sem,1,0,"Leyendo esta nota se entiende porque Bordolino es ""presindente"" y la Carrionaro lo puede emular.Miren en que se convirtió este medio.",Angel Antonio Carollo,teleshow/infoshow,"Las confesiones sexuales de Sol Pérez: ""Papá, ¡no escuches esto por favor!""",https://www.infobae.com/teleshow/infoshow/2018/10/07/las-confesiones-sexuales-de-sol-perez-papa-no-escuches-esto-por-favor/&sa=U&ved=0ahUKEwi7xKj3wJveAhWGHJAKHVAsDhQQFggZMAE&usg=AOvVaw0-Q3Hn66AGxW9noxZexoJj,0.27520332,0.29669014
34780,True,·,·,0,"Cuando el Kursk sufrio su accidente algunos rusos delirantes acusaron a la US Navy y cuando se hundio el USS Scorpion algunos norteamericanos delirantes acusaron a la armada sovietica (hasta un periodista escribio un libro al respecto)...se ve que los submarinos hundidos son el ""pasto"" ideal para los misticos.....",JA Roca,politica,El misterio del ARA San Juan: el submarino no se encuentra en la zona donde se produjo la presunta implosión,https://www.infobae.com/politica/2018/10/16/el-misterio-del-ara-san-juan/&sa=U&ved=0ahUKEwjEwuP395zeAhUCDZAKHaOaC30QFggTMAA&usg=AOvVaw2tmF6Ewv_kLWsrgKz4FiWD,0.42794302,0.29519809999999996
35271,True,·,·,0,"Cuando el Kursk sufrio su accidente algunos rusos delirantes acusaron a la US Navy y cuando se hundio el USS Scorpion algunos norteamericanos delirantes acusaron a la armada sovietica (hasta un periodista escribio un libro al respecto)...se ve que los submarinos hundidos son el ""pasto"" ideal para los misticos.....",JA Roca,politica,El misterio del ARA San Juan: el submarino no se encuentra en la zona donde se produjo la presunta implosión,https://www.infobae.com/politica/2018/10/16/el-misterio-del-ara-san-juan/%252364624F5NT5HPHH6RAJIYHX5GLY/&sa=U&ved=0ahUKEwjEwuP395zeAhUCDZAKHaOaC30QFggZMAE&usg=AOvVaw1JLQLth5HhPU_wE88oMsNJ,0.42794302,0.29519809999999996
35272,True,·,·,0,"Cuando el Kursk sufrio su accidente algunos rusos delirantes acusaron a la US Navy y cuando se hundio el USS Scorpion algunos norteamericanos delirantes acusaron a la armada sovietica (hasta un periodista escribio un libro al respecto)...se ve que los submarinos hundidos son el ""pasto"" ideal para los misticos.....",JA Roca,politica,El misterio del ARA San Juan: el submarino no se encuentra en la zona donde se produjo la presunta implosión,https://www.infobae.com/politica/2018/10/16/el-misterio-del-ara-san-juan/%252364624F5NT5HPHH6RAJIYHX5GLY/&sa=U&ved=0ahUKEwjEwuP395zeAhUCDZAKHaOaC30QFggZMAE&usg=AOvVaw1JLQLth5HhPU_wE88oMsNJ,0.42794317,0.295198
34781,True,·,·,0,"Cuando el Kursk sufrio su accidente algunos rusos delirantes acusaron a la US Navy y cuando se hundio el USS Scorpion algunos norteamericanos delirantes acusaron a la armada sovietica (hasta un periodista escribio un libro al respecto)...se ve que los submarinos hundidos son el ""pasto"" ideal para los misticos.....",JA Roca,politica,El misterio del ARA San Juan: el submarino no se encuentra en la zona donde se produjo la presunta implosión,https://www.infobae.com/politica/2018/10/16/el-misterio-del-ara-san-juan/&sa=U&ved=0ahUKEwjEwuP395zeAhUCDZAKHaOaC30QFggTMAA&usg=AOvVaw2tmF6Ewv_kLWsrgKz4FiWD,0.42794317,0.295198
32483,False,1 sem,·,0,Me metí en la nota exclusivamente para criticar al periodisa que hizo esta nota berreta. Pero ni siquiera puso su nombre. Deberías tener vergüenza.,Gustavo Adolfo Pollet,teleshow/infoshow,La foto que muestra cómo se lleva la China Suárez con su suegra,https://www.infobae.com/teleshow/infoshow/2018/10/14/la-foto-que-muestra-como-se-lleva-la-china-suarez-con-su-suegra/&sa=U&ved=0ahUKEwi-xNm495zeAhUCmJAKHT6HCnoQFggfMAI&usg=AOvVaw2y3UtPgnE0UjzLkHN47H8Y,0.24292547,0.29510337
42607,False,3 d,4,0,"Nadie en su sano juicio, se mete a la jaula de los leones sin tener las intenciones en convertirse en un mártir. Ahora el periodista debe de estar gozando de sus 70 vírgenes…",Walter Rivera,america/mundo,Arabia secreta: cómo es por dentro el régimen que descuartizó a un periodista en un consulado,https://www.infobae.com/america/mundo/2018/10/21/arabia-secreta-como-es-por-dentro-el-regimen-que-descuartizo-a-un-periodista-en-un-consulado/&sa=U&ved=0ahUKEwj3quXY-ZzeAhVMIpAKHRkwDZ8QFgglMAM&usg=AOvVaw3K46c_pdlza_GglIOImLFK,0.33296987,0.28141302
26323,False,2 sem,10,0,Jajaja se preparo como periodista? O se lo levantó al viejo primero dueño del Canal.. paso por el Bar primero ..que pais generoso!!! Siiiiiii volvé Cristina!!!!!,Pablo Daniel Brizuela,teleshow/infoshow,"Pamela David: ""Macri me desconcierta muchísimo, pero si vuelve Cristina me voy de la Argentina""",https://www.infobae.com/teleshow/infoshow/2018/10/10/pamela-david-macri-me-desconcierta-muchisimo-pero-si-vuelve-cristina-me-voy/&sa=U&ved=0ahUKEwipw4OJ9ZzeAhWGi5AKHU6KBowQFgglMAM&usg=AOvVaw2pcNWjjRbr0P2fsvijKVOq,0.27263495,0.26238388
